SCIENTIFIC_NAME	FAMILY	CONSERVATION_ACT_1992	EPBC_ACT_1999	AUSTRALIAN	PERCENTAGE	HABITAT	SPECIES_PROFILE							
Polyscias elegans	Araliaceae	Least concern	Not listed	Yes	0.09	Rainforest	"The Celery wood, Polyscias elegans is an ornamental fast-growing tree to 25 metres.  Native to rainforests of Eastern Australia, it produces large leaves that when crushed are said to give off the scent of celery.  The bark is smooth when young becoming textured and rough when mature.  Small flowers hang in large branched clusters through the middle of the year followed by an abundance of attractive shiny purple-black fruit.  Numerous birds and butterflies utilize this tree including the larvae of Dark Pencilled-blue butterfly. "							
Pouteria australis	Sapotaceae	Least concern	Not listed	Yes	0.09	Rainforest	"Black apple, Pouteria australis is a medium to tall rainforest tree native to Queensland and New South Wales. In its native rainforest conditions, it can grow up to 25m in height, but will likely reach between 10-15m in a domestic garden. Black apple is protogynous; that is, the female parts of the tree mature before the male parts, to promote outcrossing. The fruit is the largest of all the local bush tucker fruits. The actual fruits resemble apples or plums in both size and appearance and may be eaten raw."							
Pterospermum acerifolium	Malvaceae	Not listed	Not listed	No	0.18	Forested stream banks	"The two bayur trees were planted in early 1939 by Sir Leslie Orme Wilson and Lady Winifred. Sir Leslie was the former Governor of Bombay (today's Mumbai) who had a distinguished military and political career, including the Boer War and Gallipoli.  "							
Rhodamnia argentea	Myrtaceae	Least concern	Not listed	Yes	0.09	Rainforest	"The Malletwood, Rhodamnia argentea is a mid-sized rainforest tree of eastern Australia growing up to 30 metres.  It can be found growing in alluvium areas and other nutrient rich soils from New South Wales to North Queensland.  The bark is a papery brown to grey that develops a cracked and fissured appearance with age.  White flowers form in summer followed by round black berries.  The fruit is eaten by several bird species including the green catbird and regent bowerbird."							
Rhodomyrtus psidioides	Myrtaceae	Least concern	Not listed	Yes	0.09	Rainforest	"The Native guava, Rhodomyrtus psidioides is a pioneer rainforest tree to 12 metres.  Found in sclerophyll forest, warm temperate and subtropical rainforest along the eastern coast from New South Wales to Queensland, occasionally inland.  The leaves are scented if crushed with young shoots covered in fine pale hairs.  White flowers are produced in spring and summer followed by white or pink, fleshy berry. "							
Rhodosphaera rhodanthema	Ancardiaceae	Least concern	Not listed	Yes	0.53	Rainforest and dry vine forest	"Deep yellowwood, Rhodosphaera rhodanthema is a rainforest tree native to eastern Australia reaching up to 15-20 meters.  Used as a cabinet timber tree the trunk is usually cylindrical or slightly buttressed."							
Rhus taitensis	Ancardiaceae	Least concern	Not listed	Yes	0.09									
Spathodea campanulata subsp. nilotica	"Bignoniaceae	"	Not listed	Not listed	No	0.09		"The African tuliptree, Spathodea campanulata subsp. Nilotica is a large upright tree growing to 25 metres.  It is a fast-growing evergreen tree with a spreading crown Native to tropical western Africa. It can be distinguished from Spathodea campanulata by hairs on the flowers and leaves.  Compound leaves are arranged in pairs along the branches with bright orange-red showy flowers borne at the tips.  The African tulip tree is regarded as a significant environmental weed in Queensland due to its invasive nature.  African tulip trees are extremely harmful to native stingless bees which are poisoned while collecting pollen.   "							
Stenocarpus sinuatus	Proteaceae	Least concern	Not listed	Yes	1.14	Rainforest	"The Firewheel tree, Stenocarpus sinuatus is a large (40m) highly ornamental rainforest tree endemic to QLD and NSW.  Flowering from February to March this tree is named after the bright red flowers which are formed in wheel-like clusters."							
Sterculia quadrifida	Malvaceae	Least concern	Not listed	Yes	0.35	Rainforest and dry vine forest	"The Peanut tree, Sterculia quadrifida grows up to 18 metres and is found in dry rainforests from NSW to Northern Australia as well as parts of New Guinea. A native bush tucker plant, the showy bright red fruit contains up to 8 edible black seeds that taste similar to raw peanuts. Small creamy-yellow lemon-scented flowers form in racemes attract birds and butterflies."							
Streblus brunonianus	Moraceae	Least concern	Not listed	Yes	0.26	Rainforest	"The Whalebone tree, Streblus brunonianus is a medium size tree growing up to 30 metres, although often smaller.  Ranging from The Torres Strait Islands thorough to New South Wales, it is found in in rainforest and gallery forests, a forest formed along rivers or wetlands.  From December to April the Whalebone tree produces a yellow to red berry popular with Doves and King Parrots."							
Syncarpia glomulifera subsp. glomulifera	Myrtaceae	Least concern	Not listed	Yes	0.18	Open forest	"The Turpentine tree, Syncarpia glomulifera when mature this large tree can reach up to 55 metres in height and a trunk diameter up to 1.5 metres. When cut tree exudes a clear reddish liquid along resinous liquid which gives it the common name of turpentine. This tree however is not a true turpentine and it is not flammable, nor does it smell like turpentine.  This tree is popular for timber production. The heartwood of this tree is strong, durable and the most resistant timber in the world to damage by fire."							
Syncarpia hillii	Myrtaceae	Least concern	Not listed	Yes	0.09	Open forest	"The Satinay, Syncarpia hillii grows in restricted stands in coastal areas of southern Queensland. The largest stand is on Fraser Island. Satinay prefers deep sandy soils with a shallow water table. As with the Turpentine tree (Syncarpia glomulifera subsp. glomulifera) located close to this tree when cut this tree exudes a clear reddish liquid along resinous liquid."							
Syzygium australe	Myrtaceae	Least concern	Not listed	Yes	0.26	Rainforest and fringing forest	"The Brush cherry, Syzygium australe is a subtropical and warm-temperate rainforest tree ranging from New South Wales to Queensland.  Reaching over 25 metres in its natural habitat, the rounded and bright, glossy green tree is smaller in cultivation. White flowers are followed by as mass of fleshy, red fruit.  Fruit can be eaten from the tree or made into a condiment. The brush cherry is an important food source for nectivorous birds and insects as well as fruit eating birds and mammals. "							
Syzygium bungadinnia	Myrtaceae	Least concern	Not listed	Yes	0.09	Rainforests and gallery forests	"Satinash, Syzygium bungadinnia is rainforest tree endemic to Cape York Peninsular. It occurs in rainforests and gallery forests.  This tree is not commercially used for timber production however it has been identified as having properties which would make it useful as a structural timber. "							
Syzygium francisii	Myrtaceae	Least concern	Not listed	Yes	0.70	"Rainforest, riparian forest"	"The Giant water gum, Syzygium francisii Syzygium francisii is a medium to large size tree that can reach over 30 metres in height.  A common native species between New South Wales and Queensland, it is found in rainforest and on nutrient rich alluvial soils.  Trunks are covered with shedding, scaly reddish to light brown bark and have noticeably buttressed base.  Pinkish new growth matures to glossy green leaves that are drawn out into a long point at the tip known as a “drip tip”.  This has adapted to channel rainwater to the roots. The fruit purple berry with an unpleasant taste. "							
Syzygium hemilamprum	Myrtaceae	Least concern	Not listed	Yes	0.26	Rainforest	"Broad-leaved Lilly Pilly, Syzygium hemilamprum is a medium-to-large rainforest tree endemic to eastern QLD as well as the NT and northern NSW. It forms a dense crown with a mass of constrating white flowers and fruit."							
Syzygium luehmannii	Myrtaceae	Least concern	Not listed	Yes	0.53	Rainforest	"The Small-leaved lilly pilly, Syzygium luehmannii is a medium sized ornamental rainforest tree with glossy green foliage growing up to 30 metres in natural conditions.   Cream flowers are borne in summer followed by large decorative pink to red fruit.  These can be eaten straight from the tree or used for condiments. The tree is a valuable food source for birds, butterflies, and bees. "							
Syzygium moorei	Myrtaceae	Vulnerable	Vulnerable	Yes	0.26	Rainforest	"The Durobby, Syzygium moorei is a rare sub-tropical rainforest tree reaching up to 40 metres in height, ranging from North East New South Wales to South East Queensland. The bark can be a grey-brown or reddish in colour.  Pinkish orange flowers form in summer and are cauliflorous, flower and fruit form on the main stems or woody trunks rather than from new growth and shoots.  Flowers are followed by white fruit popular with birds. "							
Syzygium oleosum	Myrtaceae	Least concern	Not listed	Yes	0.35	Rainforests and wet sclerophyll forests	"Blue Lilly Pilly, Syzygium oleosum is native to eastern Australian rainforests and wet sclerophyll forests. It is usually a small tree, 4 to 15 m tall. The leaves have oil dots and are distinctly aromatic when crushed, with aromas reminiscent of mango."							
Syzygium smithii	Myrtaceae	Least concern	Not listed	Yes	0.09	Rainforest	"Lilly pilly, Syzygium smithii is native to eastern Australia. This species is widely cultivated in Australia and numerous cultivars are available (e.g. 'Mallee Hedge', 'Hedgemaster', 'Allyn Magic', 'Minipilly' and 'Hot Flush'). "							
Syzygium tierneyanum	Myrtaceae	Least concern	Not listed	Yes	0.09	Rainforest	"The River cherry or Bamaga satinash, Syzygium tierneyanum is a medium sized rainforest tree native to northern Australia, New Guinea to th e Solomon Islands and Vanuatu. This species usually grows in rain forest or gallery forest along creeks and watercourses."							
Tabebuia sp.	"Bignoniaceae	"	Not listed	Not listed	No	0.09		Tabebuia is native to the American tropics and subtropics from Mexico and the Caribbean to Argentina.  The genus is mostly known for those that are cultivated as flowering trees used as popular street trees. 							
Terminalia arenicola	Combretaceae	Least concern	Not listed	Yes	0.09	Beach forest close to sea level	"Beach almond, Terminalia arenicola is native to Queensland, occurring in Cape York Peninsula and North East Queensland. The Beach almond grows in beach forest close to sea level. The flowers produce a fetid odour which most people find unpleasant. "							
Terminalia sp.	Combretaceae	Least concern	Not listed		0.09									
Tipuana tipu	Fabaceae	Not listed	Not listed	No	0.09	"Valleys and mountain forests up to 2,900 m"	"Rosewood or tipuana tree, Tipuana tipu has been planted all over the world as an ornamental street tree and garden plant. In Australia it was originally planted in the 1970s in Queensland’s suburban gardens and streets.  It is native to southern Bolivia."							
Toechima tenax	Sapindaceae	Least concern	Not listed	Yes	0.09	Rainforest	"Brush teak, Toechima tenax is a rainforest tree native to eastern Australia. Reaching up to 18 metres tall the trunk is irregular, grey and smooth with the base of the tree usually buttressed.  The creamy white flowers are formed in April – June."							
Toona ciliata	Meliaceae	Least concern	Not listed	Yes	0.09	Rainforest	"Red cedar, Toona ciliate is a fast-growing deciduous tree. It grows to between 10 m - 30 m in height and is widely planted for its use as a timber tree and its ability to grow rapidly. "							
Vitex lignum-vitae	Lamiaceae	Least concern	Not listed	Yes	0.09	"Dry, sub-tropical or tropical rainforest"	"Yellow Hollywood, Vitex lignum-vitae is a rainforest tree native to eastern Australia.  A medium tree growing to 30m this tree can be identified by its creamy or brown, with horizontal lines and fissures. "							
Vitex melicopea	Lamiaceae	Least concern	Not listed	Yes	0.09	"Drier, more seasonal rain forest"	"The Northern vitex, Vitex melicopea is endemic to (found only in) Queensland. Grows in gallery forest and drier, more seasonal rain forest. This tree produces bright pink globular fruit."							
Waterhousea floribunda	Myrtaceae	Least concern	Not listed	Yes	1.93	Rainforest	"The Weeping lilly pilly, Waterhousia floribunda is a large rainforest tree reaching up to 30 meters.  Native to Eastern Australia this tree naturally grows along streams.   It has a light weeping habit and attractive wavy edged leaves making it a popular ornamental tree used commonly in street scaping.  In summers it forms white flowers followed by green fruits which are a food source for birds. "							
Xanthorrhoea glauca	Xanthorrhoeaceae	Least concern	Not listed	Yes	0.09	Woodland on steep edges and sides of gorges	"Xanthorrhoea glauca, known as the grass tree, is widespread in eastern Australia. X. glauca is a slow growing species. In its natural environment it is expected to only grow one to two centimeters a year."							
Xanthostemon chrysanthus	Myrtaceae	Least concern	Not listed	Yes	0.35	Open forest or Rainforest	"Golden penda, Xanthostemon chrysanthus is endemic to (found only in) north eastern Queensland. This species is renowned for its showy yellow blooms which have made it a popular garden plant.  "							
Xanthostemon oppositifolius	Myrtaceae	Vulnerable	Vulnerable	Yes	0.09	Notophyll and microphyll vineforest	"The Southern penda, Xanthostemon oppositifolius is a tall subtropical rainforest tree which grows to 40 m in height.  It produces whit to creamy flowers which are grouped together in clusters. Populations of Southern penda have been threatened by timber harvesting and habitat clearing. The Southern penda is listed as vulnerable in Queensland and known to occur in only three localities across South-east Queensland. "							
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
